order_id,order_date,customer_id,product_id,quantity,unit_price,discount,region,channel
ORD001431,2023-11-10,CUS00101,PRD0034,44,176.33,0.1,Central,Direct
ORD001432,2024-12-01,CUS00180,PRD0018,3,676.43,0.2,East,Online
ORD001433,2023-08-14,CUS00029,PRD0028,37,763.42,0.1,North,Direct
ORD001434,2024-12-07,CUS00075,PRD0044,44,198.74,0.05,Central,Retail
ORD001435,2022-02-01,CUS00117,PRD0020,5,200.59,0.1,North,Retail
ORD001436,2024-09-27,CUS00079,PRD0019,8,917.2,0,North,Direct
ORD001437,2023-05-30,CUS00036,PRD0023,1,925.05,0,East,Wholesale
ORD001438,2022-11-14,CUS00023,PRD0033,50,509.75,0.2,East,Retail
ORD001439,2023-08-19,CUS00057,PRD0047,38,77.13,0,North,Direct
ORD001440,2024-05-15,CUS00103,PRD0023,44,684.62,0.15,North,Wholesale
ORD001441,2024-06-11,CUS00174,PRD0020,12,216.27,0.2,East,Retail
ORD001442,2024-05-02,CUS00142,PRD0044,17,313.98,0.05,South,Wholesale
ORD001443,2025-01-22,CUS00047,PRD0020,37,143.51,0.15,West,Direct
ORD001444,2024-10-28,CUS00176,PRD0007,29,196.75,0.1,East,Direct
ORD001445,2024-08-02,CUS00008,PRD0023,27,789.17,0.15,Central,Online
ORD001446,2025-06-13,CUS00078,PRD0050,49,174.44,0.05,South,Wholesale
ORD001447,2022-04-20,CUS00194,PRD0009,37,609.85,0.1,West,Retail
ORD001448,2024-07-31,CUS00014,PRD0026,30,822.39,0.2,North,Online
ORD001449,2023-11-14,CUS00153,PRD0018,42,962.16,0,North,Wholesale
ORD001450,2022-09-06,CUS00190,PRD0037,22,486.06,0,Central,Online
ORD001451,2024-10-11,CUS00035,PRD0045,10,532.46,0.2,South,Retail
ORD001452,2024-09-20,CUS00160,PRD0020,47,220.71,0,South,Online
ORD001453,2024-11-30,CUS00025,PRD0005,39,136.95,0,South,Retail
ORD001454,2024-03-11,CUS00015,PRD0007,33,258.85,0.15,North,Wholesale
ORD001455,2025-01-24,CUS00067,PRD0026,12,726.19,0.05,Central,Direct
ORD001456,2025-07-26,CUS00006,PRD0043,28,907.41,0.05,South,Retail
ORD001457,2025-12-03,CUS00140,PRD0048,11,428.41,0.2,South,Direct
ORD001458,2025-04-20,CUS00127,PRD0031,-1,687.45,0,East,Wholesale
ORD001459,2024-05-03,CUS00109,PRD0026,7,675.66,0.15,South,Online
ORD001460,2022-01-23,CUS00149,PRD0019,37,723.96,0.15,East,Online
ORD001461,2024-06-29,CUS00011,PRD0042,43,17.51,0.2,East,Retail
ORD001462,2022-01-19,CUS00041,PRD0030,30,15.51,0.1,East,Retail
ORD001463,2024-11-16,CUS00017,PRD0023,-1,1066.62,0.15,South,Retail
ORD001464,2024-07-30,CUS00184,PRD0023,37,922.53,0.1,South,Wholesale
ORD001465,2025-08-14,CUS00124,PRD0049,26,420.04,0,West,Direct
ORD001466,2025-09-11,CUS00135,PRD0039,37,1023.4,0.2,East,Retail
ORD001467,2025-04-12,CUS00159,PRD0045,38,588.63,0.1,West,Online
ORD001468,2023-04-20,CUS00025,PRD0003,47,25.67,0.05,North,Direct
ORD001469,2023-04-30,CUS00027,PRD0044,49,259.89,0.05,South,Direct
ORD001470,2025-06-07,CUS00065,PRD0049,5,503.66,0,North,Online
ORD001471,2025-05-27,CUS00162,PRD0048,49,269.95,0.1,North,Retail
ORD001472,2022-09-30,CUS00164,PRD0021,29,441.44,0.15,Central,Retail
ORD001473,2023-04-07,CUS00052,PRD0013,29,752.93,0.1,South,Direct
ORD001474,2025-04-07,CUS00007,PRD0034,13,278.1,0,North,Retail
ORD001475,2024-04-15,CUS00146,PRD0003,1,46.7,0.1,Central,Online
ORD001476,2024-10-13,CUS00049,PRD0022,47,196.13,0.2,South,Direct
ORD001477,2022-10-10,CUS00018,PRD0033,40,409.23,0.2,West,Direct
ORD001478,2022-06-10,CUS00033,PRD0041,5,26.03,0.2,Central,Wholesale
ORD001479,2025-05-16,CUS00139,PRD0007,15,192.91,0,East,Online
ORD001480,2024-03-10,CUS00181,PRD0015,-1,410.14,0.1,East,Online
ORD001481,2025-03-24,CUS00062,PRD0011,5,1021.67,0.2,Central,Wholesale
ORD001482,2025-04-08,CUS00121,PRD0026,35,795.84,0,East,Online
ORD001483,2023-11-17,CUS00196,PRD0003,17,33.99,0.05,North,Retail
ORD001484,2025-09-20,CUS00016,PRD0014,47,272.54,0.1,South,Direct
ORD001485,2025-12-10,CUS00196,PRD0005,37,256.47,0.2,North,Wholesale
ORD001486,2022-06-15,CUS00142,PRD0005,39,277.87,0.2,West,Retail
ORD001487,2024-10-14,CUS00130,PRD0018,7,903.67,0,South,Wholesale
ORD001488,2022-04-24,CUS00007,PRD0028,15,622.26,0,South,Direct
ORD001489,2024-09-14,CUS00014,PRD0044,2,298.37,0.2,West,Direct
ORD001490,2025-01-30,CUS00036,PRD0045,45,494.78,0.15,North,Direct
ORD001491,2023-02-01,CUS00088,PRD0008,24,120.47,0.1,West,Online
ORD001492,2023-04-11,CUS00106,PRD0016,38,404.54,0,Central,Online
ORD001493,2022-06-06,CUS00015,PRD0001,16,868.87,0,South,Direct
ORD001494,2025-05-18,CUS00168,PRD0012,21,554.47,0.1,South,Wholesale
ORD001495,2025-09-06,CUS00020,PRD0009,31,604.02,0,North,Wholesale
ORD001496,2023-03-28,CUS00114,PRD0035,46,539.04,0.1,East,Wholesale
ORD001497,2024-12-14,CUS00069,PRD0050,42,191.38,0.05,East,Online
ORD001498,2024-09-22,CUS00072,PRD0004,-1,421.16,0.2,North,Retail
ORD001499,2023-09-17,CUS00190,PRD0009,34,696.96,0.05,Central,Retail
ORD001500,2023-04-27,CUS00179,PRD0008,-1,85.74,0,West,Direct
ORD001501,2023-07-24,CUS00151,PRD0008,3,62.5,0.1,West,Wholesale
ORD001502,2024-10-11,CUS00005,PRD0006,40,486.28,0.15,West,Direct
ORD001503,2023-01-13,CUS00169,PRD0029,14,75.74,0.15,West,Online
ORD001504,2022-02-23,CUS00156,PRD0043,35,723.59,0.1,East,Wholesale
ORD001505,2023-11-30,CUS00186,PRD0049,49,402.11,0,Central,Direct
ORD001506,2022-08-12,CUS00142,PRD0028,48,757.77,0,West,Wholesale
ORD001507,2024-11-28,CUS00067,PRD0035,37,662.06,0.2,South,Direct
ORD001508,2022-02-01,CUS00072,PRD0030,16,14.34,0.05,East,Online
ORD001509,2025-03-15,CUS00102,PRD0016,19,593.42,0.1,North,Wholesale
ORD001510,2022-01-26,CUS00032,PRD0024,17,772.64,0.2,East,Wholesale
ORD001511,2022-02-05,CUS00113,PRD0017,29,443.87,0.15,North,Direct
ORD001512,2023-03-23,CUS00105,PRD0003,31,50.91,0.2,North,Online
ORD001513,2022-05-12,CUS00113,PRD0018,36,999.02,0.1,South,Wholesale
ORD001514,2022-09-18,CUS00059,PRD0050,17,221.92,0.15,South,Retail
ORD001515,2025-09-02,CUS00010,PRD0040,15,133.22,0,South,Direct
ORD001516,2022-05-05,CUS00183,PRD0038,36,749.52,0.05,East,Wholesale
ORD001517,2022-04-02,CUS00154,PRD0002,23,769.37,0.2,South,Wholesale
ORD001518,,CUS00020,PRD0007,29,185.42,0,South,Retail
ORD001519,2022-05-27,CUS00165,PRD0021,44,639.6,0.15,West,Wholesale
ORD001520,2023-11-18,CUS00105,PRD0010,39,599.65,0.1,East,Direct
ORD001521,2022-04-02,CUS00075,PRD0019,11,810.43,0.1,South,Online
ORD001522,2024-11-06,CUS00149,PRD0007,21,283.92,0.2,East,Retail
ORD001523,2024-02-20,CUS00196,PRD0025,3,864.35,0.05,North,Online
ORD001524,2024-05-06,CUS00138,PRD0015,37,349.97,0.2,North,Online
ORD001525,2024-06-22,CUS00082,PRD0039,34,902.66,0.2,East,Retail
ORD001526,2023-05-13,CUS00197,PRD0037,16,420.86,0.1,East,Retail
ORD001527,2024-06-30,CUS00188,PRD0030,8,10.64,0.05,West,Wholesale
ORD001528,2024-01-12,CUS00168,PRD0006,33,630.89,0,West,Retail
ORD001529,2022-09-14,CUS00138,PRD0029,15,133.82,0.2,South,Direct
ORD001530,2023-06-18,CUS00074,PRD0044,9,280.01,0.2,East,Wholesale
ORD001531,2022-10-31,CUS00148,PRD0008,27,66.49,0.2,West,Retail
ORD001532,2022-09-05,CUS00108,PRD0012,1,827.56,0.05,East,Direct
ORD001533,2022-02-19,CUS00177,PRD0048,-1,277.57,0.15,South,Online
ORD001534,2024-05-14,CUS00091,PRD0009,34,567.99,0.15,South,Direct
ORD001535,2022-09-01,CUS00087,PRD0045,46,698.54,0.1,East,Online
ORD001536,2024-07-08,CUS00105,PRD0047,48,66.69,0.1,West,Direct
ORD001537,2023-01-11,CUS00186,PRD0019,45,881.63,0.05,Central,Online
ORD001538,2024-01-28,CUS00173,PRD0010,38,1150.67,0.2,West,Direct
ORD001539,2023-07-27,CUS00198,PRD0021,33,583.16,0.2,North,Retail
ORD001540,2024-11-26,CUS00135,PRD0020,4,201.51,0.2,Central,Direct
ORD001541,2022-10-21,CUS00011,PRD0019,21,653.52,0.05,South,Direct
ORD001542,2022-07-23,CUS00089,PRD0034,40,192.92,0.1,East,Retail
ORD001543,2023-04-04,CUS00044,PRD0008,32,80.14,0.15,East,Wholesale
ORD001544,2022-10-16,CUS00025,PRD0039,15,1084.52,0.1,South,Retail
ORD001545,2025-01-06,CUS00050,PRD0002,3,730.94,0.2,North,Direct
ORD001546,2024-05-23,CUS00188,PRD0002,19,620.99,0.2,West,Retail
ORD001547,2024-06-29,CUS00111,PRD0030,8,10.47,0,West,Wholesale
ORD001548,2023-12-26,CUS00021,PRD0006,18,884.48,0,South,Online
ORD001549,2024-07-17,CUS00162,PRD0021,22,462.45,0.1,Central,Online
ORD001550,2022-07-25,CUS00181,PRD0046,3,823.88,0.15,Central,Wholesale
ORD001551,2025-07-23,CUS00161,PRD0013,43,1130.14,0,North,Retail
ORD001552,2023-06-28,CUS00121,PRD0009,15,596.21,0.05,South,Direct
ORD001553,2023-02-11,CUS00163,PRD0012,19,761.87,0.05,North,Retail
ORD001554,2025-06-05,CUS00054,PRD0001,32,656.56,0.2,South,Online
ORD001555,2025-07-16,CUS00150,PRD0027,40,406.1,0.15,South,Wholesale
ORD001556,2023-04-20,CUS00075,PRD0031,12,823.7,0.1,West,Direct
ORD001557,2024-09-12,CUS00076,PRD0041,23,26.35,0.2,North,Retail
ORD001558,2024-05-09,CUS00115,PRD0008,49,124.82,0.1,East,Retail
ORD001559,2023-10-16,CUS00170,PRD0043,12,794.12,0.15,North,Wholesale
ORD001560,2024-09-28,CUS00154,PRD0045,9,623.56,0.15,West,Retail
ORD001561,2024-04-17,CUS00016,PRD0002,33,583.23,0.05,Central,Wholesale
ORD001562,2024-06-24,CUS00109,PRD0017,27,400.6,0.15,West,Wholesale
ORD001563,2023-11-27,CUS00163,PRD0004,-1,395.18,0.05,North,Wholesale
ORD001564,2025-01-02,CUS00053,PRD0029,37,104.35,0.05,North,Wholesale
ORD001565,2024-02-16,CUS00024,PRD0009,2,603.56,0,East,Wholesale
ORD001566,2024-11-28,CUS00054,PRD0050,5,219.23,0,East,Retail
ORD001567,2023-08-18,CUS00042,PRD0011,-1,951.46,0.05,East,Wholesale
ORD001568,2022-01-28,CUS00010,PRD0027,-1,287.03,0.05,North,Online
ORD001569,2022-11-18,CUS00073,PRD0033,32,423.94,0,East,Online
ORD001570,2022-03-11,CUS00070,PRD0015,45,365.52,0.05,North,Direct
ORD001571,,CUS00020,PRD0042,48,14.73,0.1,North,Direct
ORD001572,2022-11-07,CUS00025,PRD0002,35,450.54,0.2,Central,Direct
ORD001573,2024-05-20,CUS00132,PRD0013,20,1123.76,0.1,North,Wholesale
ORD001574,2025-09-05,CUS00148,PRD0018,7,758.53,0.1,West,Direct
ORD001575,2025-02-22,CUS00072,PRD0019,15,709.51,0.15,West,Wholesale
ORD001576,2022-02-05,CUS00128,PRD0045,16,687.33,0.15,West,Wholesale
ORD001577,2023-04-04,CUS00148,PRD0049,7,390.33,0.15,North,Direct
ORD001578,2025-02-27,CUS00028,PRD0050,24,149.93,0.15,East,Wholesale
ORD001579,2025-02-22,CUS00044,PRD0010,6,1096.31,0,South,Direct
ORD001580,2025-06-16,CUS00122,PRD0038,10,708.82,0.15,Central,Retail
ORD001581,2023-09-30,CUS00190,PRD0004,17,560.73,0.15,East,Retail
ORD001582,2024-04-12,CUS00002,PRD0003,37,33.54,0.2,East,Retail
ORD001583,2024-10-20,CUS00081,PRD0049,32,394.53,0.2,South,Wholesale
ORD001584,2022-06-16,CUS00027,PRD0030,33,14.02,0.2,West,Online
ORD001585,2024-11-30,CUS00192,PRD0025,1,517.66,0.05,North,Retail
ORD001586,2024-05-18,CUS00127,PRD0013,8,871.49,0,South,Direct
ORD001587,2024-03-28,CUS00003,PRD0009,36,660.45,0.15,East,Online
ORD001588,2024-12-06,CUS00083,PRD0028,47,852.46,0.1,Central,Wholesale
ORD001589,2024-12-07,CUS00176,PRD0037,10,544.46,0.1,South,Wholesale
ORD001590,2023-03-08,CUS00085,PRD0034,31,245.31,0.15,South,Retail
ORD001591,2023-10-13,CUS00107,PRD0034,31,263.07,0,South,Retail
ORD001592,2025-12-07,CUS00049,PRD0031,1,561.09,0.1,South,Online
ORD001593,2025-07-03,CUS00120,PRD0035,7,659.72,0,Central,Retail
ORD001594,2023-12-08,CUS00161,PRD0005,36,188.94,0.05,North,Retail
ORD001595,2023-09-19,CUS00095,PRD0018,28,662.63,0.2,Central,Direct
ORD001596,2022-06-08,CUS00152,PRD0017,42,372.06,0.05,South,Online
ORD001597,2025-02-28,CUS00027,PRD0047,12,78.48,0.1,South,Direct
ORD001598,2023-07-22,CUS00189,PRD0022,38,265.21,0.2,Central,Direct
ORD001599,2022-07-07,CUS00158,PRD0014,15,202.28,0.05,South,Retail
ORD001600,2022-06-09,CUS00014,PRD0011,1,755.53,0.1,South,Direct
ORD001601,2024-10-21,CUS00195,PRD0028,21,705.45,0.1,North,Retail
ORD001602,2025-12-17,CUS00122,PRD0036,50,567.41,0.15,East,Wholesale
ORD001603,2023-03-15,CUS00043,PRD0034,6,199.14,0.2,East,Retail
ORD001604,2025-11-04,CUS00031,PRD0028,32,659.09,0.1,Central,Direct
ORD001605,2024-08-12,CUS00198,PRD0042,2,14.15,0.1,East,Direct
ORD001606,2024-02-06,CUS00046,PRD0014,13,285.49,0.15,North,Retail
ORD001607,2025-04-15,CUS00080,PRD0029,13,100.52,0,East,Online
ORD001608,2025-05-27,CUS00070,PRD0024,33,1192.12,0,North,Wholesale
ORD001609,2023-07-16,CUS00161,PRD0042,3,15.6,0.1,North,Online
ORD001610,2024-10-01,CUS00045,PRD0046,39,946.44,0.15,West,Online
ORD001611,2025-12-16,CUS00189,PRD0003,40,34.83,0.05,South,Retail
ORD001612,2024-06-27,CUS00164,PRD0006,8,664.33,0,North,Wholesale
ORD001613,2025-09-03,CUS00158,PRD0007,18,330.04,0.05,North,Wholesale
ORD001614,2025-04-16,CUS00185,PRD0044,21,328.94,0.05,East,Online
ORD001615,2022-05-14,CUS00050,PRD0043,43,781.34,0,Central,Retail
ORD001616,2022-04-02,CUS00071,PRD0047,12,81.94,0.15,Central,Retail
ORD001617,2023-09-30,CUS00071,PRD0045,12,674.24,0,Central,Wholesale
ORD001618,2025-03-05,CUS00119,PRD0008,37,83.69,0,North,Online
ORD001619,2023-10-13,CUS00152,PRD0006,6,547.03,0.05,North,Retail
ORD001620,2022-06-16,CUS00186,PRD0001,24,551.7,0.15,South,Wholesale
ORD001621,2023-09-28,CUS00014,PRD0044,13,290.7,0.05,West,Wholesale
ORD001622,2024-04-27,CUS00058,PRD0012,37,-99.99,0.1,South,Wholesale
ORD001623,2025-11-29,CUS00113,PRD0013,19,704.65,0.1,East,Online
ORD001624,2025-08-07,CUS00134,PRD0032,24,315.87,0.1,West,Retail
ORD001625,2022-11-15,CUS00138,PRD0003,38,50.47,0.15,Central,Retail
ORD001626,2023-03-01,CUS00088,PRD0045,42,640.44,0.1,Central,Wholesale
ORD001627,2023-03-23,CUS00120,PRD0006,14,710.7,0.1,East,Online
ORD001628,2024-08-31,CUS00036,PRD0008,41,95.31,0.05,West,Wholesale
ORD001629,2022-03-11,CUS00083,PRD0024,43,963.9,0.2,North,Wholesale
ORD001630,2023-11-21,CUS00166,PRD0001,31,523.27,0.1,North,Retail
ORD001631,2023-01-17,CUS00193,PRD0023,30,718.24,0.2,North,Direct
ORD001632,2024-03-28,CUS00122,PRD0040,37,116.39,0.15,South,Wholesale
ORD001633,2025-10-21,CUS00103,PRD0047,22,89.28,0.15,East,Online
ORD001634,2024-05-12,CUS00110,PRD0015,33,396.47,0,East,Direct
ORD001635,2023-09-08,CUS00153,PRD0038,33,575.03,0.05,Central,Retail
ORD001636,2022-04-21,CUS00024,PRD0037,9,579.63,0.1,East,Retail
ORD001637,2022-01-02,CUS00169,PRD0023,11,807.31,0.15,South,Retail
ORD001638,2023-04-29,CUS00053,PRD0012,6,563.07,0.05,West,Online
ORD001639,2024-02-06,CUS00002,PRD0047,44,80.43,0.2,West,Retail
ORD001640,2025-12-02,CUS00055,PRD0023,36,597.68,0.15,West,Direct
ORD001641,2024-03-04,CUS00033,PRD0030,49,14.0,0,East,Retail
ORD001642,2025-05-07,CUS00101,PRD0026,19,875.66,0.15,Central,Online
ORD001643,2022-02-25,CUS00057,PRD0023,48,824.6,0.2,Central,Retail
ORD001644,2024-10-23,CUS00001,PRD0050,24,150.33,0.1,Central,Direct
ORD001645,2023-01-20,CUS00012,PRD0005,9,232.72,0.15,South,Wholesale
ORD001646,2024-05-21,CUS00039,PRD0028,25,451.34,0.05,East,Wholesale
ORD001647,2023-06-19,CUS00108,PRD0025,31,787.74,0,South,Retail
ORD001648,2022-06-19,CUS00089,PRD0026,7,828.72,0.15,North,Direct
ORD001649,2024-11-04,CUS00099,PRD0001,9,524.3,0.2,West,Online
ORD001650,2024-05-15,CUS00198,PRD0032,43,389.68,0.15,North,Wholesale
ORD001651,2025-05-21,CUS00116,PRD0028,41,525.0,0,Central,Wholesale
ORD001652,2024-01-18,CUS00029,PRD0050,22,181.27,0.2,South,Direct
ORD001653,2022-11-04,CUS00002,PRD0035,44,803.44,0,East,Wholesale
ORD001654,2024-06-09,CUS00013,PRD0013,40,921.0,0.15,West,Wholesale
ORD001655,2024-01-22,CUS00013,PRD0003,32,28.15,0.15,Central,Wholesale
ORD001656,2022-02-18,CUS00139,PRD0017,44,338.11,0.1,East,Retail
ORD001657,2023-10-27,CUS00077,PRD0019,2,671.4,0.15,North,Online
ORD001658,2023-05-25,CUS00045,PRD0023,35,966.92,0.15,North,Online
ORD001659,2024-06-01,CUS00071,PRD0009,41,651.68,0.15,East,Direct
ORD001660,2025-03-11,CUS00118,PRD0045,47,727.0,0.2,North,Online
ORD001661,2025-07-30,CUS00026,PRD0021,10,554.99,0.2,West,Online
ORD001662,2024-05-15,CUS00103,PRD0022,48,327.46,0.1,North,Retail
ORD001663,2024-06-06,CUS00030,PRD0048,42,319.82,0,South,Wholesale
ORD001664,2025-11-22,CUS00013,PRD0020,35,218.91,0.05,East,Direct
ORD001665,2025-11-11,CUS00200,PRD0014,28,312.14,0.1,South,Wholesale
ORD001666,2023-01-07,CUS00174,PRD0033,39,511.71,0.15,East,Wholesale
ORD001667,2025-09-07,CUS00034,PRD0001,2,643.43,0.15,East,Wholesale
ORD001668,2022-07-18,CUS00057,PRD0030,41,13.08,0.1,South,Online
ORD001669,2023-08-13,CUS00187,PRD0046,5,638.08,0.2,Central,Direct
ORD001670,2025-01-13,CUS00100,PRD0038,39,812.02,0.1,West,Online
ORD001671,2022-11-07,CUS00119,PRD0022,23,223.61,0.15,West,Retail
ORD001672,2023-06-08,CUS00104,PRD0035,44,773.9,0.15,North,Online
ORD001673,2023-03-02,CUS00192,PRD0041,23,28.24,0,Central,Wholesale
ORD001674,2025-10-13,CUS00120,PRD0020,21,172.85,0.15,North,Retail
ORD001675,2025-03-02,CUS00111,PRD0040,40,127.23,0.1,West,Online
ORD001676,2023-04-26,CUS00097,PRD0049,36,503.67,0.15,Central,Retail
ORD001677,2024-03-21,CUS00056,PRD0025,8,754.15,0,South,Online
ORD001678,2025-01-31,CUS00105,PRD0037,11,419.57,0.15,East,Retail
ORD001679,2024-01-14,CUS00162,PRD0027,18,459.66,0.1,North,Wholesale
ORD001680,2024-04-07,CUS00127,PRD0033,26,468.12,0.05,West,Wholesale
ORD001681,2023-08-14,CUS00001,PRD0029,12,84.55,0.15,Central,Wholesale
ORD001682,2024-02-25,CUS00149,PRD0049,12,368.4,0,West,Direct
ORD001683,2023-04-05,CUS00036,PRD0027,2,280.29,0.2,Central,Online
ORD001684,2023-10-28,CUS00157,PRD0039,27,966.22,0,South,Retail
ORD001685,2024-01-29,CUS00006,PRD0037,44,535.9,0,Central,Direct
ORD001686,2024-07-26,CUS00095,PRD0036,13,618.31,0.05,South,Retail
ORD001687,2022-09-29,CUS00076,PRD0031,13,1054.15,0.1,North,Online
ORD001688,2025-11-01,CUS00155,PRD0014,30,278.2,0.05,West,Retail
ORD001689,2025-05-22,CUS00085,PRD0012,33,871.89,0,South,Retail
ORD001690,2022-03-08,CUS00175,PRD0030,5,14.14,0,West,Direct
ORD001691,2025-01-05,CUS00031,PRD0025,27,489.61,0.1,Central,Online
ORD001692,2023-08-23,CUS00102,PRD0029,47,109.9,0,North,Wholesale
ORD001693,2024-05-27,CUS00032,PRD0026,33,846.42,0.15,North,Retail
ORD001694,2022-12-13,CUS00094,PRD0017,38,421.4,0,West,Wholesale
ORD001695,2023-06-26,CUS00025,PRD0010,31,1161.66,0.05,East,Online
ORD001696,2023-06-17,CUS00088,PRD0030,32,15.66,0.05,East,Direct
ORD001697,2025-03-09,CUS00071,PRD0022,45,302.67,0.1,Central,Online
ORD001698,2022-02-23,CUS00057,PRD0049,34,282.35,0.1,East,Wholesale
ORD001699,2025-03-08,CUS00163,PRD0046,-1,621.0,0.05,East,Direct
ORD001700,2025-11-24,CUS00033,PRD0046,19,697.02,0.05,South,Wholesale
ORD001701,2023-03-10,CUS00150,PRD0025,15,581.74,0,East,Retail
ORD001702,2024-11-24,CUS00104,PRD0038,24,565.06,0.2,West,Retail
ORD001703,2023-10-06,CUS00134,PRD0023,38,915.47,0.2,East,Direct
ORD001704,2022-12-26,CUS00124,PRD0032,34,388.33,0.15,West,Online
ORD001705,2023-09-26,CUS00053,PRD0043,22,1101.7,0.05,South,Retail
ORD001706,2025-08-24,CUS00051,PRD0018,47,840.72,0,East,Direct
ORD001707,2024-12-09,CUS00059,PRD0030,41,12.82,0,South,Wholesale
ORD001708,2023-11-06,CUS00130,PRD0043,41,563.16,0,North,Wholesale
ORD001709,2022-06-12,CUS00015,PRD0036,48,812.42,0.2,West,Retail
ORD001710,2025-11-13,CUS00167,PRD0016,48,412.96,0.05,South,Retail
ORD001711,2025-06-01,CUS00069,PRD0045,12,774.26,0,Central,Wholesale
ORD001712,2022-09-29,CUS00134,PRD0006,47,824.42,0,East,Online
ORD001713,2024-09-04,CUS00119,PRD0014,38,213.31,0.2,North,Online
ORD001714,2024-09-06,CUS00030,PRD0021,5,733.67,0.05,West,Online
ORD001715,2023-03-17,CUS00154,PRD0031,35,634.95,0.2,West,Wholesale
ORD001716,2024-06-25,CUS00200,PRD0037,28,322.76,0,South,Direct
ORD001717,2023-07-09,CUS00127,PRD0001,27,568.25,0.2,South,Wholesale
ORD001718,2023-06-26,CUS00137,PRD0033,19,451.33,0.1,South,Wholesale
ORD001719,2025-07-05,CUS00113,PRD0018,33,878.7,0.1,North,Retail
ORD001720,2024-10-12,CUS00042,PRD0032,33,229.72,0.15,South,Online
ORD001721,2024-06-26,CUS00088,PRD0049,20,359.9,0,Central,Retail
ORD001722,2023-03-13,CUS00079,PRD0013,49,1090.02,0.05,Central,Wholesale
ORD001723,2025-11-03,CUS00077,PRD0021,31,723.56,0,Central,Retail
ORD001724,2023-01-29,CUS00197,PRD0037,21,551.95,0.05,West,Retail
ORD001725,2024-11-23,CUS00122,PRD0011,11,828.28,0.1,Central,Direct
ORD001726,2024-08-24,CUS00078,PRD0050,15,214.1,0.1,East,Retail
ORD001727,2024-07-10,CUS00079,PRD0020,23,178.81,0.1,West,Direct
ORD001728,2022-04-24,CUS00105,PRD0049,49,355.94,0.15,East,Retail
ORD001729,2023-03-04,CUS00170,PRD0030,2,14.52,0.05,East,Wholesale
ORD001730,2023-10-30,CUS00143,PRD0024,28,613.77,0.15,Central,Retail
ORD001731,2022-08-07,CUS00020,PRD0014,29,285.6,0.1,South,Retail
ORD001732,2024-08-20,CUS00012,PRD0021,47,704.9,0.2,West,Direct
ORD001733,2024-02-08,CUS00016,PRD0016,39,421.39,0.2,North,Online
ORD001734,2024-06-16,CUS00073,PRD0041,35,25.36,0.1,North,Direct
ORD001735,2024-04-27,CUS00039,PRD0009,5,712.54,0.1,South,Wholesale
ORD001736,2023-05-18,CUS00084,PRD0037,6,388.65,0.15,Central,Wholesale
ORD001737,2022-10-15,CUS00198,PRD0036,19,626.8,0,North,Wholesale
ORD001738,2023-01-13,CUS00083,PRD0024,29,1185.18,0.05,West,Retail
ORD001739,2023-06-07,CUS00155,PRD0030,13,11.04,0.1,North,Retail
ORD001740,2024-09-23,CUS00013,PRD0008,28,103.6,0.15,Central,Online
ORD001741,2022-03-07,CUS00130,PRD0033,37,416.09,0.15,East,Direct
ORD001742,2022-06-04,CUS00145,PRD0019,41,785.72,0,North,Online
ORD001743,2025-03-21,CUS00120,PRD0035,33,516.3,0,Central,Retail
ORD001744,2023-07-22,CUS00120,PRD0049,44,264.57,0.15,West,Retail
ORD001745,2023-11-27,CUS00117,PRD0042,12,13.95,0.2,Central,Direct
ORD001746,2025-07-01,CUS00100,PRD0002,19,636.33,0,North,Online
ORD001747,2023-04-02,CUS00150,PRD0015,10,292.83,0.1,East,Direct
ORD001748,2023-12-28,CUS00184,PRD0042,50,17.68,0.2,Central,Retail
ORD001749,2023-01-07,CUS00026,PRD0013,14,1086.31,0.1,North,Online
ORD001750,2023-11-02,CUS00081,PRD0050,23,136.33,0,South,Retail
ORD001751,2023-04-23,CUS00056,PRD0013,28,785.24,0.1,East,Online
ORD001752,2024-02-08,CUS00007,PRD0009,29,711.27,0,West,Retail
ORD001753,2023-02-11,CUS00053,PRD0025,29,479.19,0.15,West,Online
ORD001754,2024-11-23,CUS00032,PRD0006,33,936.31,0.2,South,Retail
ORD001755,2024-01-04,CUS00192,PRD0008,48,123.35,0.2,East,Direct
ORD001756,2024-01-07,CUS00123,PRD0013,6,725.93,0.2,East,Online
ORD001757,2024-03-30,CUS00026,PRD0030,25,8.07,0.15,East,Wholesale
ORD001758,2023-04-15,CUS00180,PRD0020,28,250.34,0.1,North,Direct
ORD001759,2022-04-03,CUS00037,PRD0031,18,532.07,0.1,South,Retail
ORD001760,2022-10-15,CUS00178,PRD0037,34,322.65,0.05,West,Online
ORD001761,2024-02-01,CUS00159,PRD0004,14,503.94,0.1,West,Retail
ORD001762,2025-10-01,CUS00047,PRD0027,34,276.14,0.05,East,Online
ORD001763,2024-04-06,CUS00161,PRD0011,14,514.87,0.1,East,Wholesale
ORD001764,2022-02-28,CUS00121,PRD0040,2,104.97,0.1,North,Retail
ORD001765,2024-12-11,CUS00044,PRD0027,25,244.4,0.2,South,Online
ORD001766,2024-05-09,CUS00017,PRD0001,15,615.13,0,North,Direct
ORD001767,2022-10-03,CUS00155,PRD0030,35,16.38,0.15,North,Wholesale
ORD001768,2023-10-24,CUS00169,PRD0031,17,789.14,0.05,Central,Wholesale
ORD001769,2024-10-06,CUS00192,PRD0040,7,134.28,0.15,Central,Retail
